epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
1,55.2913,0.99913,2.05531,3.63722,0.014,5.40966,0.55267,0.52756,0.52608,0.28965,0.53178,0.52756,0.52667,0.27718,1.36145,3.22866,2.66926,0.03163,0,0.000654545,0.000654545,0.000654545
2,90.3035,1.36557,1.9352,1.76751,0.02022,2.11267,0.45843,0.32662,0.31045,0.1124,0.46039,0.33071,0.31906,0.12433,2.03016,7.09196,2.57998,0.05059,0,0.00130813,0.00130813,0.00130813
3,125.904,1.50409,1.8741,1.57919,0.02363,2.05207,0.56092,0.44882,0.44081,0.22322,0.56912,0.45669,0.4424,0.25635,2.05072,5.32518,2.06237,0.04849,0,0.00194852,0.00194852,0.00194852
4,161.941,1.52757,1.80151,1.53831,0.02359,2.00899,0.46889,0.46457,0.44913,0.20657,0.46801,0.53543,0.47143,0.24594,1.87072,3.43884,2.17491,0.04922,0,0.0019406,0.0019406,0.0019406
5,197.386,1.4658,1.78115,1.42762,0.02158,1.96396,0.56726,0.60899,0.60871,0.33199,0.63606,0.55047,0.60831,0.37826,1.63256,2.12392,1.48024,0.03917,0,0.0019208,0.0019208,0.0019208
6,233.477,1.44224,1.7373,1.38724,0.02245,1.85001,0.59959,0.58268,0.61436,0.3174,0.62781,0.58442,0.62872,0.36117,1.87064,2.97056,1.76117,0.04579,0,0.001901,0.001901,0.001901
7,269.278,1.40232,1.63889,1.25996,0.02159,1.69809,0.76802,0.61417,0.71358,0.3928,0.75275,0.6063,0.70096,0.45289,1.6934,2.29269,1.32952,0.04169,0,0.0018812,0.0018812,0.0018812
8,305.243,1.34915,1.63707,1.2132,0.02041,1.67709,0.73299,0.72441,0.78387,0.5053,0.77933,0.69291,0.78934,0.52919,1.26402,1.8486,1.13928,0.02783,0,0.0018614,0.0018614,0.0018614
9,341.142,1.28967,1.64768,1.1937,0.01983,1.70653,0.72598,0.79272,0.80524,0.52301,0.71024,0.77201,0.7967,0.54815,1.29898,1.94882,1.02582,0.03072,0,0.0018416,0.0018416,0.0018416
10,377,1.36484,1.70644,1.15026,0.02141,1.79652,0.77859,0.72441,0.78716,0.4786,0.7715,0.71782,0.78069,0.51488,1.39399,1.87746,1.07128,0.03364,0,0.0018218,0.0018218,0.0018218
