epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/l1_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/l1_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
1,39.7378,1.28018,2.40595,3.60458,0.01486,2.73542,0,0,0,0,0,0,0,0,2.69732,28.4957,5.44136,0.0537,0,0.000193548,0.000193548,0.0808387
2,77.5818,1.22534,1.72895,1.81567,0.01413,1.69821,0.68847,0.40458,0.49256,0.34596,0.56801,0.38168,0.41967,0.22533,1.2893,5.72644,2.16831,0.02271,0,0.000389652,0.000389652,0.0610348
3,117.421,1.19504,1.62779,1.44449,0.014,1.44806,0.83398,0.70992,0.80532,0.53364,0.80247,0.70992,0.81191,0.55473,1.19545,2.36364,1.1414,0.02156,0,0.000581796,0.000581796,0.041227
4,160.391,1.1765,1.48226,1.24535,0.01318,1.29367,0.8127,0.72519,0.81166,0.55884,0.8127,0.72519,0.81601,0.59717,1.18429,1.63554,1.04613,0.02023,0,0.00076998,0.00076998,0.0214151
5,201.56,1.14002,1.43281,1.10516,0.01347,1.1613,0.733,0.73282,0.78401,0.54151,0.75252,0.76599,0.81442,0.58464,1.14532,1.58842,1.20699,0.02207,0,0.000954204,0.000954204,0.00159937
6,243.728,1.18982,1.50605,1.15571,0.01341,1.11423,0.78582,0.80153,0.8414,0.59393,0.8875,0.74809,0.87585,0.65564,1.12476,1.37663,1.03144,0.02038,0,0.0009505,0.0009505,0.0009505
7,285.382,1.18085,1.42434,1.09064,0.01345,1.04499,0.74532,0.65649,0.73122,0.47547,0.73665,0.64885,0.72845,0.52355,1.25379,1.6373,1.41653,0.02311,0,0.0009406,0.0009406,0.0009406
8,327.206,1.1034,1.41164,1.02959,0.01313,1.00051,0.81876,0.82767,0.85958,0.56332,0.83745,0.85496,0.88798,0.63523,1.24004,1.44525,0.87334,0.02114,0,0.0009307,0.0009307,0.0009307
9,369.098,1.1231,1.42849,1.00123,0.01291,1.05408,0.88222,0.85772,0.91336,0.66717,0.89788,0.87253,0.92718,0.69338,0.97835,1.42195,0.75589,0.01664,0,0.0009208,0.0009208,0.0009208
10,410.752,1.10538,1.25728,0.8816,0.01287,0.85931,0.87292,0.90076,0.92078,0.65573,0.88594,0.91603,0.9418,0.70895,1.06543,1.32717,0.67307,0.01827,0,0.0009109,0.0009109,0.0009109
11,452.649,1.12281,1.38305,0.91212,0.01292,0.97477,0.81757,0.82109,0.86589,0.60113,0.81757,0.82109,0.87295,0.65703,1.07624,1.47881,0.86986,0.01997,0,0.000901,0.000901,0.000901
12,494.131,1.14466,1.37316,0.8896,0.01272,0.91952,0.86617,0.83991,0.89168,0.64552,0.88233,0.85861,0.90748,0.68599,1.08606,1.35384,0.89758,0.01929,0,0.0008911,0.0008911,0.0008911
13,535.929,1.10222,1.29539,0.79095,0.01215,0.85176,0.94725,0.84733,0.93244,0.69567,0.86393,0.92366,0.94065,0.72981,1.03144,1.26213,0.62015,0.01766,0,0.0008812,0.0008812,0.0008812
14,577.691,1.09918,1.29204,0.80304,0.0126,0.89901,0.90274,0.83206,0.91153,0.67936,0.90274,0.83206,0.91495,0.68491,0.92631,1.36912,0.69094,0.01596,0,0.0008713,0.0008713,0.0008713
15,619.373,1.03292,1.23744,0.78117,0.01155,0.85115,0.9411,0.85374,0.92977,0.68275,0.89779,0.87172,0.93216,0.71955,1.00152,1.25225,0.6199,0.01824,0,0.0008614,0.0008614,0.0008614
16,660.839,1.07774,1.25744,0.79995,0.01229,0.85184,0.84409,0.82443,0.89739,0.61089,0.85612,0.81761,0.9061,0.66423,1.09132,1.41075,0.74527,0.0197,0,0.0008515,0.0008515,0.0008515
17,702.62,1.06553,1.30802,0.79344,0.01201,0.87751,0.87959,0.87023,0.93453,0.67946,0.87775,0.87023,0.93688,0.71965,0.97027,1.17164,0.66002,0.01753,0,0.0008416,0.0008416,0.0008416
18,744.097,1.02279,1.29795,0.73068,0.01175,0.9603,0.90841,0.87023,0.94415,0.72425,0.8594,0.91603,0.95118,0.75131,0.87138,1.14696,0.55233,0.01596,0,0.0008317,0.0008317,0.0008317
19,785.944,0.96689,1.20158,0.67506,0.01073,0.79651,0.92871,0.87786,0.95147,0.70704,0.93679,0.8855,0.96275,0.73384,0.94489,1.17672,0.54694,0.0167,0,0.0008218,0.0008218,0.0008218
20,827.559,1.01574,1.24572,0.71523,0.01141,0.79624,0.90791,0.85496,0.92789,0.71328,0.91618,0.8626,0.9288,0.73183,0.88284,1.27848,0.60556,0.01526,0,0.0008119,0.0008119,0.0008119
21,869.237,0.97904,1.2143,0.65799,0.01115,0.76392,0.95004,0.9084,0.95545,0.71776,0.97536,0.93893,0.97525,0.76588,0.87642,1.25831,0.50878,0.01538,0,0.000802,0.000802,0.000802
22,910.806,1.03796,1.26698,0.69396,0.01203,0.80783,0.94948,0.90076,0.94206,0.71083,0.96557,0.91603,0.95958,0.75171,0.89859,1.17981,0.54548,0.01502,0,0.0007921,0.0007921,0.0007921
23,952.342,0.99242,1.1505,0.65237,0.01123,0.68383,0.93579,0.91603,0.93427,0.68462,0.93156,0.91603,0.94147,0.72459,0.97261,1.19022,0.58704,0.0165,0,0.0007822,0.0007822,0.0007822
24,993.896,0.98211,1.14686,0.64312,0.01074,0.71145,0.92693,0.8855,0.95451,0.73434,0.94353,0.90076,0.96845,0.76509,0.87476,1.15393,0.52761,0.01498,0,0.0007723,0.0007723,0.0007723
25,1035.66,0.94889,1.14962,0.62629,0.01151,0.63967,0.87879,0.94088,0.95358,0.73187,0.87879,0.94088,0.95067,0.75635,0.91006,1.15651,0.5396,0.01563,0,0.0007624,0.0007624,0.0007624
26,1077.25,0.99711,1.21267,0.63036,0.01086,0.67756,0.8934,0.8957,0.92232,0.70803,0.90102,0.90334,0.92574,0.73807,0.86449,1.14703,0.70286,0.01471,0,0.0007525,0.0007525,0.0007525
27,1119.07,0.97635,1.14781,0.66601,0.01069,0.69569,0.92251,0.90076,0.96939,0.72534,0.92251,0.90076,0.96939,0.76127,0.84798,1.23037,0.49721,0.01492,0,0.0007426,0.0007426,0.0007426
