epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/l1_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/l1_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
1,135.825,1.15884,1.85338,2.20258,0.01668,2.4296,0.5094,0.30709,0.3294,0.16533,0.49634,0.29921,0.29846,0.13974,1.36103,2.73534,2.99314,0.03225,0,0.000198462,0.000198462,0.0803523
2,272.85,1.23331,1.66188,1.47699,0.01894,2.03453,0.76616,0.64498,0.71237,0.46704,0.76232,0.62205,0.69593,0.48562,1.1726,2.22903,1.26445,0.02952,0,0.000394517,0.000394517,0.0605484
3,410.092,1.21305,1.6002,1.38677,0.01875,1.94008,0.67454,0.66929,0.71142,0.4409,0.69773,0.66929,0.71471,0.42584,1.25974,2.51216,1.27313,0.02926,0,0.000586612,0.000586612,0.0407405
4,546.968,1.22616,1.62969,1.30593,0.01928,1.88681,0.76866,0.65354,0.74221,0.48257,0.77488,0.66142,0.74383,0.53308,1.29994,1.87759,1.07602,0.03179,0,0.000774747,0.000774747,0.0209286
5,684.123,1.20878,1.54727,1.32631,0.01848,1.81384,0.64008,0.72441,0.73139,0.47799,0.65196,0.71654,0.73609,0.51174,1.09184,1.55625,1.21027,0.02601,0,0.000958922,0.000958922,0.00111277
6,821.024,1.16871,1.54079,1.23943,0.01792,1.71956,0.72238,0.81102,0.80862,0.49731,0.75415,0.79528,0.84452,0.55479,1.13582,1.43117,1.05314,0.02712,0,0.0009505,0.0009505,0.0009505
7,958.281,1.15096,1.55231,1.16517,0.01779,1.63065,0.73795,0.77165,0.80854,0.52901,0.76108,0.77953,0.80353,0.54806,1.10153,1.55823,1.10307,0.02747,0,0.0009406,0.0009406,0.0009406
8,1095.42,1.14536,1.53198,1.13143,0.01781,1.62552,0.71975,0.75591,0.78009,0.52301,0.80919,0.70866,0.79729,0.53482,1.06909,1.58426,1.00532,0.02523,0,0.0009307,0.0009307,0.0009307
9,1232.52,1.1343,1.46652,1.1224,0.0175,1.67621,0.72762,0.6378,0.73189,0.47525,0.75504,0.6553,0.7513,0.51854,1.14878,1.58712,1.15231,0.03017,0,0.0009208,0.0009208,0.0009208
10,1369.66,1.0998,1.46059,1.10918,0.01615,1.5641,0.75026,0.72441,0.81448,0.57134,0.78328,0.75591,0.85458,0.59524,0.99164,1.45031,0.89473,0.02374,0,0.0009109,0.0009109,0.0009109
11,1506.97,1.11886,1.46639,1.10096,0.01635,1.45088,0.74142,0.79528,0.78364,0.51998,0.74876,0.80315,0.79963,0.53646,1.0506,1.64844,1.03758,0.02546,0,0.000901,0.000901,0.000901
12,1644.14,1.1007,1.43563,1.00398,0.0168,1.58174,0.77634,0.81993,0.85016,0.5878,0.78396,0.82864,0.86368,0.61273,1.07578,1.52074,0.81797,0.0257,0,0.0008911,0.0008911,0.0008911
