epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
1,39.1897,0.83846,2.14962,5.46701,0.01201,4.43757,0.08781,0.7874,0.4273,0.30045,0.08693,0.77953,0.42945,0.29716,0.86998,2.31542,9.61119,0.01831,0,0.000654545,0.000654545,0.000654545
2,58.6827,0.95717,1.61205,3.90197,0.01349,1.93796,0.68087,0.38583,0.54688,0.35522,0.70208,0.41732,0.56108,0.37576,0.96368,1.96989,7.18025,0.02008,0,0.00130813,0.00130813,0.00130813
3,78.0402,1.10144,1.6589,2.98403,0.01565,1.65446,0.65423,0.58105,0.64014,0.39988,0.65542,0.5748,0.64085,0.41784,1.21704,2.23474,3.98059,0.02762,0,0.00194852,0.00194852,0.00194852
4,97.3726,1.16004,1.59734,2.26734,0.01713,1.75813,0.67655,0.65882,0.69769,0.43504,0.65272,0.666,0.68906,0.46463,1.26207,1.94777,2.66237,0.0292,0,0.0019406,0.0019406,0.0019406
5,117.006,1.10379,1.5853,1.91805,0.01612,1.6917,0.65348,0.60884,0.6813,0.41324,0.64526,0.61587,0.66432,0.43844,1.27829,2.13607,2.3697,0.02801,0,0.0019208,0.0019208,0.0019208
6,136.557,1.13119,1.57243,1.61967,0.01704,1.59035,0.66809,0.64983,0.65634,0.42902,0.66945,0.68504,0.67748,0.44694,1.29283,1.99462,1.93977,0.03038,0,0.001901,0.001901,0.001901
7,155.875,1.10169,1.53666,1.42055,0.01623,1.53391,0.70662,0.66142,0.72558,0.45923,0.71503,0.66929,0.73428,0.48407,1.26748,1.76323,1.71351,0.02881,0,0.0018812,0.0018812,0.0018812
8,175.118,1.12888,1.50708,1.34974,0.016,1.5373,0.76794,0.78172,0.82263,0.52487,0.76794,0.78172,0.82392,0.54743,1.22992,1.92068,1.26336,0.02825,0,0.0018614,0.0018614,0.0018614
9,194.437,1.08112,1.50222,1.28564,0.01632,1.43765,0.75477,0.82397,0.85104,0.5778,0.75477,0.82397,0.84339,0.61133,1.11106,1.73532,1.15818,0.02593,0,0.0018416,0.0018416,0.0018416
10,213.86,1.12149,1.48419,1.20465,0.01694,1.36945,0.74314,0.62992,0.71826,0.4399,0.69168,0.61417,0.69515,0.46143,1.2608,2.01689,1.43074,0.02904,0,0.0018218,0.0018218,0.0018218
11,233.151,1.06185,1.41052,1.12234,0.01549,1.30731,0.78027,0.72441,0.80059,0.56297,0.79491,0.73228,0.79862,0.54965,1.10346,2.10633,1.22458,0.02519,0,0.001802,0.001802,0.001802
12,252.402,1.09658,1.42068,1.12468,0.01664,1.36017,0.77673,0.70866,0.80708,0.56,0.76568,0.74803,0.82153,0.59255,1.18071,1.78446,1.06766,0.02692,0,0.0017822,0.0017822,0.0017822
