epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/l1_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/l1_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
1,110.511,1.13784,1.79874,1.81655,0.01647,2.50678,0.56052,0.44882,0.4665,0.25766,0.60787,0.45669,0.47376,0.25126,1.54116,3.43758,2.20405,0.03651,0,0.000198182,0.000198182,0.08038
2,217.959,1.14791,1.50777,1.26119,0.0169,1.82704,0.47473,0.46257,0.44449,0.27964,0.46458,0.45669,0.42697,0.26243,1.26934,2.72912,2.09337,0.02932,0,0.00039424,0.00039424,0.0605761
3,325.49,1.20151,1.59828,1.22322,0.0183,1.71584,0.76071,0.60076,0.67873,0.46213,0.77068,0.60864,0.70321,0.47944,1.242,2.13366,1.40314,0.0295,0,0.000586338,0.000586338,0.0407682
4,432.786,1.13284,1.54045,1.22917,0.01732,1.6953,0.72931,0.7001,0.7524,0.52314,0.73752,0.70797,0.77112,0.54003,1.10054,1.70892,1.04328,0.02557,0,0.000774476,0.000774476,0.0209563
5,540.139,1.16797,1.51742,1.17086,0.01776,1.68726,0.79716,0.71654,0.79431,0.50116,0.83393,0.70866,0.82373,0.54295,1.22773,1.76544,1.13144,0.03067,0,0.000958654,0.000958654,0.00114047
6,647.297,1.1463,1.46915,1.0978,0.01749,1.53105,0.70051,0.73672,0.75307,0.48704,0.70051,0.73672,0.75807,0.53254,1.29927,1.71961,0.97873,0.03135,0,0.0009505,0.0009505,0.0009505
7,754.071,1.10622,1.50348,1.07994,0.0169,1.53789,0.80849,0.76457,0.82683,0.57549,0.81706,0.77165,0.84003,0.60114,1.24096,1.57657,0.85872,0.02947,0,0.0009406,0.0009406,0.0009406
8,861.139,1.09419,1.40487,1.04118,0.01648,1.41292,0.82559,0.74803,0.82461,0.57918,0.83428,0.75591,0.83445,0.59458,1.12959,1.58599,0.90674,0.02699,0,0.0009307,0.0009307,0.0009307
9,968.292,1.08827,1.37779,1.03305,0.01566,1.44258,0.86362,0.74791,0.83618,0.58189,0.83966,0.74221,0.83422,0.61449,1.0615,1.64865,0.93695,0.02378,0,0.0009208,0.0009208,0.0009208
10,1075.56,1.10024,1.35211,1.0199,0.01667,1.35862,0.79803,0.71557,0.8188,0.59291,0.80554,0.70866,0.81988,0.60142,1.1304,1.5963,0.90827,0.02614,0,0.0009109,0.0009109,0.0009109
11,1182.7,1.0507,1.3897,0.99826,0.01598,1.49987,0.8182,0.74016,0.84123,0.57614,0.82922,0.74803,0.84583,0.60268,1.12639,1.55893,0.92306,0.02645,0,0.000901,0.000901,0.000901
12,1289.9,1.04947,1.32957,0.96993,0.01563,1.40469,0.86009,0.72441,0.83608,0.61178,0.82377,0.76378,0.84024,0.60533,1.03966,1.65092,0.83113,0.02506,0,0.0008911,0.0008911,0.0008911
13,1397.29,1.016,1.31773,0.91828,0.01534,1.32899,0.8039,0.81102,0.82239,0.57982,0.8039,0.81102,0.8211,0.5983,1.14044,1.57637,0.88382,0.02765,0,0.0008812,0.0008812,0.0008812
14,1504.36,1.0592,1.38002,0.98675,0.0159,1.3902,0.7883,0.80315,0.86147,0.63789,0.81566,0.7874,0.86671,0.6517,0.98273,1.48286,0.85135,0.02283,0,0.0008713,0.0008713,0.0008713
15,1611.71,1.02559,1.31342,0.92109,0.01533,1.29018,0.81146,0.74016,0.83019,0.611,0.82009,0.74803,0.83558,0.63697,1.05919,1.53957,0.87135,0.0245,0,0.0008614,0.0008614,0.0008614
16,1718.41,1.05322,1.3236,0.95611,0.01544,1.36583,0.83888,0.74803,0.84843,0.60691,0.83888,0.74803,0.8426,0.61499,1.04407,1.46982,0.83229,0.02366,0,0.0008515,0.0008515,0.0008515
17,1824.94,1.04228,1.33392,0.90011,0.01543,1.21123,0.81967,0.77953,0.85673,0.62511,0.78928,0.8189,0.85939,0.63419,1.06167,1.44233,0.80687,0.02405,0,0.0008416,0.0008416,0.0008416
18,1932.1,1.00339,1.29911,0.888,0.01486,1.20678,0.90803,0.74803,0.85648,0.60352,0.90803,0.74803,0.85693,0.62415,1.08176,1.58124,0.83246,0.0251,0,0.0008317,0.0008317,0.0008317
