epoch,lr,train_loss,train_bce_loss,train_dice_loss,val_loss,val_bce_loss,val_dice_loss,val_dice,val_iou,val_precision,val_recall,val_specificity
12,0.0001,0.26674150038849226,0.14886712757023898,0.3846158710393039,0.32648183504740397,0.20404036343097687,0.4489233096440633,0.8296535907797375,0.7088957459462726,0.9002434448598652,0.7693289954304245,0.9845929532638767
13,0.0001,0.25523072426969357,0.14149930761619048,0.36896214160052215,0.29648488461971284,0.17926841403047244,0.4137013554573059,0.8555989273067117,0.7476390469410396,0.8877857667469073,0.825664312826656,0.9811388093301067
14,0.0001,0.23960028927434573,0.12885851724581285,0.3503420585935766,0.2900336176156998,0.17747825731833775,0.4025889774163564,0.8616087334674568,0.7568651998638884,0.8723419791255868,0.8511364000376974,0.9774894387983594
15,0.0001,0.22439965361898595,0.1182419854131612,0.33055732358585704,0.28700361351172127,0.18568139672279357,0.388325834274292,0.8591579136636959,0.7530910052790863,0.865444063921708,0.8529624237600557,0.9760326741150647
16,0.0001,0.21121720197525892,0.10849441086704081,0.3139399929480119,0.26683279077212013,0.16146148641904196,0.37220409711201985,0.8567753575143343,0.7494374470895634,0.9041202754299567,0.8141422068144019,0.9843963333912984
17,0.0001,0.20060831863771786,0.1029490554197268,0.2982675807042555,0.2559085483352343,0.1660116915901502,0.3458053986231486,0.8604019234212527,0.755004717105452,0.8801635026332437,0.8415082387058832,0.9792933450550967
18,0.0001,0.18563716289671986,0.09130134812810205,0.27997297698801216,0.26048470934232076,0.16671522309382755,0.35425420602162677,0.8398332232458837,0.7238900820755692,0.9113112845000079,0.7787523305461844,0.9863029576168989
19,0.0001,0.18071360967376016,0.09078997129743749,0.2706372472372922,0.24460589389006296,0.15356579497456552,0.33564599553743996,0.857782061004309,0.7509793286546751,0.9040557025521663,0.8160147517409256,0.9843487939010318
20,5e-05,0.16621852313930338,0.08092075288295746,0.2515162923119285,0.2391633580128352,0.1629631812373797,0.3153635342915853,0.8560394141864085,0.7483119827748171,0.8695311432061419,0.8429599661112986,0.9771411441700742
21,5e-05,0.1554311014711857,0.07362390986897728,0.23723829171874306,0.22958269268274306,0.15111345822612446,0.3080519338448842,0.8659249321890802,0.7635516878618603,0.8792380724300587,0.8530089449642212,0.9788259975143501
22,5e-05,0.1517441910776225,0.07241382097656077,0.23107456023042852,0.2462697297334671,0.1714774305621783,0.32106202046076454,0.8461595157343419,0.7333418503449957,0.8755555694549616,0.8186732391823935,0.9789705377432204
23,5e-05,0.1465108066119931,0.06959743327037855,0.22342417944561352,0.2310660019516945,0.15950979168216387,0.30262221693992614,0.8630737824001524,0.7591291053364744,0.8853014865028442,0.8419349046069438,0.9802861733182198
24,5e-05,0.14161548858339137,0.06668225330385295,0.21654872514984824,0.22756692667802175,0.14883859654267628,0.3062952478726705,0.8672142590167106,0.7655589469761035,0.9014938799500376,0.8354461270499425,0.9835014907677901
25,5e-05,0.13571893681179392,0.06273966072635218,0.20869821201671254,0.22334095736344656,0.1528738538424174,0.2938080708185832,0.868167994557649,0.7670466910134307,0.8966665486299492,0.8414251651270163,0.982475271958194
26,5e-05,0.13092880790883846,0.06076773123984987,0.201089885559949,0.23001043448845546,0.1628270370264848,0.297193831205368,0.8590135628966115,0.752869214709846,0.8896342729330203,0.8304306095699988,0.9813811910667365
27,5e-05,0.12796602669087323,0.05932554904032837,0.19660650329156357,0.2147704432408015,0.15372805868585904,0.2758128305276235,0.8667320445720518,0.7648076877323822,0.8838288472067977,0.8502841315773858,0.9798014578889118
28,5e-05,0.12193955697796562,0.05587171119722453,0.18800740296190435,0.211943248907725,0.1516594685614109,0.27222703099250795,0.8677748257466834,0.7664330784015361,0.883312050698336,0.8527747439306795,0.9796402704307566
29,5e-05,0.11970960728146814,0.05553215586326339,0.18388705849647521,0.2106008643905322,0.15108361865083378,0.2701181093851725,0.863770038967707,0.7602070607106259,0.9119320868003039,0.8204399815988723,0.9856805001778948
30,5e-05,0.11650621809742667,0.054771605269475415,0.17824083078991282,0.21276503751675288,0.152374600370725,0.27315547664960227,0.8606469656886125,0.7553821684503432,0.8983105433910916,0.8260145510351589,0.9831009243199902
31,2.5e-05,0.11353282616897063,0.05288585383783687,0.1741797999902205,0.21323672930399576,0.16613204628229142,0.26034141778945924,0.8549696477147841,0.7466785889199042,0.8746964855874646,0.8361129752822231,0.9783530528532235
32,2.5e-05,0.11004393642598932,0.051881381530653345,0.16820649071173235,0.20805361966292063,0.15507384836673738,0.26103339393933617,0.8616713392807452,0.7569618239571501,0.887363266904272,0.8374252719928682,0.9807889772953653
33,2.5e-05,0.10629812797362154,0.04895666265352206,0.16363959366625005,0.20266927282015482,0.15276329666376115,0.2525752504666646,0.8668060584027186,0.7649229550070864,0.8784105167796664,0.8555042094379314,0.9785983892928866
34,2.5e-05,0.10362124815583229,0.04716182300312952,0.1600806723941456,0.19971386939287186,0.1522159886856874,0.24721174637476603,0.8693461269412949,0.7688879396746724,0.8856002286735145,0.8536779198801208,0.980069999557275
35,2.5e-05,0.10350051671266555,0.047683680700984866,0.1593173536387357,0.1972645749648412,0.14986488247911137,0.24466426571210226,0.8687952928731527,0.7680265891748382,0.88657495930892,0.8517147250643374,0.9803069283053801
36,2.5e-05,0.1016413727267222,0.0465794732963497,0.15670327164910056,0.2024833470582962,0.1527671938141187,0.2521994968255361,0.8668072503321974,0.764924811411214,0.8817929130725789,0.8523224249084649,0.9793506374675707
37,2.5e-05,0.1003010900860483,0.046064147928898985,0.1545380315997384,0.19992424945036572,0.15328343535463015,0.24656505982081095,0.8718026982764624,0.7727395704143398,0.8746317360759397,0.8689919027850401,0.9774885259632758
38,2.5e-05,0.09798045334490862,0.04524459943852641,0.15071630694649435,0.19722075909376144,0.15073013181487718,0.24371138016382854,0.8704444545000571,0.7706079244777633,0.8889377255674901,0.8527049621244313,0.9807460500244676
39,2.5e-05,0.09593927961858836,0.043953867358240216,0.14792469143867493,0.1927267372608185,0.14573498020569484,0.23971848885218303,0.873724634437788,0.7757646674635783,0.8987973038175039,0.8500128464982379,0.982702567893971
40,2.5e-05,0.09392935884269801,0.042932103540409695,0.14492661302739923,0.18655760089556375,0.14526293699940046,0.22785226305325826,0.8771804606930561,0.7812301353737519,0.8902672628228624,0.8644728330124053,0.9807428070577238
41,2.5e-05,0.09318575486540795,0.04300346371125091,0.14336804422465238,0.19055587351322173,0.14460882221659024,0.23650293350219725,0.8711343615571466,0.7716900328003453,0.903312876219906,0.8411695643395585,0.983728042022315
42,2.5e-05,0.09173924177885055,0.042652185328982094,0.14082629843191666,0.18959493388732274,0.14636755759517353,0.23282231092453004,0.8723370699001829,0.7735796279327618,0.9030760903806454,0.8436217634699841,0.9836363501403809
43,2.5e-05,0.09108950502493164,0.04249042323367162,0.1396885871887207,0.19090296775102616,0.15189796090126037,0.2299079736073812,0.8719820119341926,0.7730213712543416,0.8898805870891491,0.8547892449887711,0.9808831194188392
44,2.5e-05,0.08846262205730784,0.03993125114251267,0.1369939923286438,0.19814360390106836,0.1582260698080063,0.23806113799413045,0.8664806238648045,0.764416243875006,0.890998387611193,0.8432760444641715,0.9813554635305689
45,2.5e-05,0.08666008653288537,0.03984438495879823,0.13347578753124584,0.1914071093002955,0.15299631680051487,0.2298178990681966,0.8704117280489081,0.7705566263940425,0.8886683609967285,0.8528901165170099,0.9806893101174389
46,1.25e-05,0.08625715002417564,0.04051740481094881,0.1319968965920535,0.19812722504138947,0.1579145833849907,0.2383398671944936,0.8647329013973207,0.7616999580641961,0.887020173875757,0.8435381582202125,0.9805822922148932
47,1.25e-05,0.08449265665628693,0.039032027972015465,0.12995328578081997,0.19249206085999807,0.15879166945815087,0.22619245251019796,0.8598528738708496,0.7541595765715691,0.8997850248349424,0.8233144603453943,0.9834275991699831
48,1.25e-05,0.0822004457089034,0.037698913602666424,0.12670197757807644,0.19237788617610932,0.1593034860988458,0.22545228997866312,0.8641674567645576,0.7608229416485641,0.8908061507477628,0.8390757113989333,0.9814116028882006
49,1.25e-05,0.08151436935771596,0.03681246641684662,0.12621627287431197,0.19251016030708948,0.16010357216000556,0.2249167541662852,0.8630846146719428,0.7591458659193896,0.8922026266267452,0.8358071315942666,0.981749423935002
50,1.25e-05,0.08171366006135941,0.037838009304621,0.12558931058103387,0.188861945271492,0.15836992238958678,0.21935397386550903,0.8625029536520511,0.7582463237343843,0.9000737226560054,0.8279430543244074,0.983387770733974
51,1.25e-05,0.08100370581854474,0.037561750649051234,0.12444566054777666,0.18783819874127705,0.15528706138332685,0.22038934230804444,0.8653672722148303,0.7626849208765991,0.9047442959064997,0.829274889940802,0.9842206366597116
52,6.25e-06,0.08033156889406118,0.03666197393428196,0.12400116378610784,0.18930070946613947,0.15584967508912087,0.22275174458821614,0.8683553378640266,0.7673392248632288,0.8940455780372633,0.8441002672842577,0.9819207967109304
53,6.25e-06,0.07911453277549961,0.03659874099222096,0.12163032455877824,0.18274948000907898,0.15375764494140942,0.21174131433169047,0.8697153874230874,0.7694658298853089,0.8975392517628306,0.8435647417654498,0.982596030430943
54,6.25e-06,0.07870474322275682,0.0359066922894933,0.12150279391895641,0.18333089450995127,0.15520630429188412,0.21145548423131308,0.8684156466325205,0.7674334167384037,0.9004062969606946,0.8386202023512901,0.9832357356486291
55,6.25e-06,0.07824186222119765,0.035687682235782794,0.12079604159701954,0.18498221039772034,0.15595488101243973,0.21400953928629557,0.8652047752839284,0.762432513320107,0.9012103720672087,0.8319656763897335,0.983517753645461
56,6.25e-06,0.07845632386478511,0.036271038549867546,0.12064160867170855,0.18518567581971487,0.15828816865881284,0.21208318670590717,0.8687792122614189,0.7680014561951195,0.8875912856159872,0.8507480144417787,0.980527858417549
57,6.25e-06,0.07874259992756627,0.036070731841027735,0.12141446742144497,0.18551616221666337,0.15762396628657976,0.21340835491816204,0.8655695860191897,0.762999277304137,0.8939967593693661,0.8388945445381403,0.9820230342402758
58,3.125e-06,0.0772182469340888,0.03551090701737187,0.1189255866137418,0.1866395056247711,0.15796135912338893,0.21531764268875123,0.8645207579697145,0.7613708168049959,0.8970632899162435,0.8342566463182942,0.9826989405756131
59,3.125e-06,0.07649962922388857,0.03527998460287397,0.11771927313371137,0.1869641756018003,0.15628782734274865,0.21764053503672282,0.8649360762850692,0.7620152999438452,0.8974447981129143,0.8347001927705805,0.9827612295590702
60,3.125e-06,0.07666295285929334,0.03493422662669962,0.11839167855002664,0.19009307473897935,0.15811645090579987,0.22206969459851583,0.8678122938167327,0.7664915358798832,0.8896394154557549,0.8470305714757782,0.9810100034954378
