epoch,val_loss,val_dice,val_iou,val_precision,val_recall,val_specificity,learning_rate
40,0.1865576008955637,0.8771804606930561,0.7812301353737519,0.8902672628228624,0.8644728330124053,0.9807428070577238,2.5e-05
