epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/l1_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/l1_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
1,147.419,1.17114,1.83692,1.99301,0.01683,2.32228,0.68627,0.28346,0.36071,0.2145,0.43027,0.16535,0.14011,0.0566,1.44528,20.1579,2.77834,0.03338,0,0.000198182,0.000198182,0.08038
2,291.049,1.10214,1.57313,1.37153,0.01632,1.83128,0.71687,0.67785,0.71402,0.46584,0.70021,0.6621,0.69126,0.46962,1.27117,2.88876,1.39201,0.02958,0,0.00039424,0.00039424,0.0605761
3,435.039,1.15268,1.5599,1.30035,0.01682,1.73696,0.80066,0.37795,0.46112,0.31795,0.77883,0.37008,0.43903,0.28124,1.41755,3.76366,2.00075,0.03343,0,0.000586338,0.000586338,0.0407682
4,578.736,1.15566,1.48134,1.22314,0.01807,1.66041,0.4682,0.44094,0.49608,0.30153,0.44473,0.41732,0.46696,0.24485,1.45592,3.96677,1.85834,0.03601,0,0.000774476,0.000774476,0.0209563
5,722.307,1.17287,1.63005,1.21246,0.0178,1.67172,0.75817,0.76378,0.78806,0.52493,0.77573,0.73539,0.81053,0.55163,1.12396,1.80539,0.99342,0.02563,0,0.000958654,0.000958654,0.00114047
6,866.14,1.17252,1.50047,1.15345,0.01746,1.58646,0.76377,0.74016,0.78855,0.51226,0.75565,0.73228,0.78503,0.55066,1.1891,1.67302,1.25685,0.02753,0,0.0009505,0.0009505,0.0009505
7,1009.58,1.07321,1.45521,1.12523,0.0157,1.53196,0.75221,0.80315,0.81231,0.56928,0.75059,0.8189,0.82507,0.58967,1.09478,1.5804,0.98977,0.02646,0,0.0009406,0.0009406,0.0009406
8,1153.32,1.11181,1.45851,1.10191,0.01634,1.57568,0.75275,0.67126,0.7598,0.52023,0.75275,0.67126,0.76363,0.53725,1.10476,1.62306,1.16562,0.02523,0,0.0009307,0.0009307,0.0009307
9,1297.09,1.11314,1.46504,1.0674,0.01696,1.64499,0.68242,0.69291,0.77852,0.53538,0.69938,0.73276,0.79652,0.55701,1.13611,1.59778,1.05762,0.0258,0,0.0009208,0.0009208,0.0009208
10,1440.5,1.09772,1.40059,1.0646,0.01639,1.50844,0.80448,0.66142,0.79688,0.53162,0.81817,0.70861,0.83412,0.55427,1.17982,1.90738,1.05405,0.02801,0,0.0009109,0.0009109,0.0009109
11,1584.07,1.09453,1.38768,1.03383,0.01613,1.35179,0.83801,0.67717,0.77327,0.55461,0.83801,0.67717,0.78241,0.56277,1.07502,1.69202,0.95235,0.02494,0,0.000901,0.000901,0.000901
12,1727.76,1.0724,1.37757,0.98773,0.01679,1.40356,0.69009,0.73643,0.77524,0.50075,0.69666,0.71654,0.76799,0.51631,1.26252,1.87211,1.11919,0.03011,0,0.0008911,0.0008911,0.0008911
13,1871.27,1.01072,1.33397,0.92672,0.01486,1.27363,0.80343,0.7724,0.82528,0.57207,0.81162,0.78027,0.83471,0.58458,1.07716,1.73748,0.93741,0.02537,0,0.0008812,0.0008812,0.0008812
14,2014.8,1.03866,1.41107,0.98921,0.01529,1.46334,0.77651,0.72441,0.80639,0.57955,0.80222,0.74016,0.82988,0.58382,1.08402,1.5605,0.902,0.02575,0,0.0008713,0.0008713,0.0008713
15,2158.33,0.9732,1.33231,0.9528,0.01434,1.32263,0.87808,0.6805,0.82183,0.58717,0.88813,0.68767,0.84105,0.60647,1.13078,1.5713,0.87406,0.02618,0,0.0008614,0.0008614,0.0008614
16,2302.06,1.0547,1.402,0.97626,0.0151,1.26429,0.78126,0.82677,0.87346,0.6447,0.7887,0.83465,0.88716,0.64852,0.99556,1.5084,0.76437,0.02278,0,0.0008515,0.0008515,0.0008515
17,2445.54,1.04835,1.29317,0.91909,0.01547,1.27571,0.82426,0.77554,0.85849,0.62645,0.84042,0.78793,0.87375,0.6434,0.98379,1.42311,0.75129,0.02266,0,0.0008416,0.0008416,0.0008416
18,2588.75,0.99579,1.28699,0.879,0.01513,1.22886,0.7919,0.83465,0.86759,0.61786,0.79937,0.84252,0.87605,0.65347,1.04307,1.41472,0.69763,0.02343,0,0.0008317,0.0008317,0.0008317
19,2731.99,0.99702,1.25824,0.9042,0.0145,1.224,0.86688,0.76918,0.86889,0.63306,0.86712,0.79528,0.89209,0.63838,0.97454,1.43813,0.86192,0.02252,0,0.0008218,0.0008218,0.0008218
20,2875.31,1.00953,1.28545,0.88322,0.01527,1.25067,0.84318,0.69291,0.7931,0.55219,0.79511,0.72441,0.78049,0.54396,1.05172,1.7864,1.051,0.02313,0,0.0008119,0.0008119,0.0008119
21,3018.34,0.93548,1.24781,0.85848,0.01374,1.22133,0.82946,0.80424,0.84908,0.62932,0.85377,0.82753,0.87453,0.63842,1.02602,1.60014,0.83114,0.02376,0,0.000802,0.000802,0.000802
22,3161.66,0.93414,1.20691,0.80249,0.01366,1.14818,0.8012,0.80315,0.83966,0.60416,0.80906,0.81102,0.83593,0.62442,1.04028,1.629,0.86546,0.02386,0,0.0007921,0.0007921,0.0007921
23,3305.29,0.97742,1.25745,0.85871,0.01408,1.0864,0.81848,0.79528,0.86182,0.61099,0.85669,0.80019,0.8579,0.62373,1.06564,1.43666,0.78925,0.02485,0,0.0007822,0.0007822,0.0007822
24,3448.65,0.93654,1.19372,0.7855,0.01321,1.10508,0.87837,0.81102,0.86852,0.61183,0.86984,0.80315,0.86751,0.61763,1.01642,1.5755,0.7264,0.02392,0,0.0007723,0.0007723,0.0007723
25,3591.93,0.90235,1.16839,0.78898,0.01331,1.06159,0.88363,0.82677,0.84784,0.62803,0.89223,0.83465,0.85078,0.63906,0.96711,1.44888,0.71684,0.02273,0,0.0007624,0.0007624,0.0007624
26,3735.23,0.95243,1.22608,0.81152,0.01404,1.17858,0.86564,0.79528,0.86884,0.64678,0.83624,0.79528,0.86891,0.6367,0.93682,1.42278,0.7344,0.02099,0,0.0007525,0.0007525,0.0007525
