epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/l1_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/l1_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
1,141.522,1.21226,1.80349,1.79022,0.0177,2.25435,0.57685,0.4401,0.43507,0.25278,0.57089,0.41732,0.42898,0.25119,1.43669,3.09599,2.54431,0.03438,0,0.000198182,0.000198182,0.08038
2,281.608,1.11955,1.57221,1.30233,0.01608,1.86821,0.5185,0.40945,0.44477,0.29177,0.72618,0.37008,0.4608,0.30449,1.35113,2.28552,2.20521,0.03205,0,0.00039424,0.00039424,0.0605761
3,421.73,1.16989,1.61316,1.26449,0.01779,1.72523,0.73329,0.59843,0.68643,0.44233,0.75036,0.61537,0.71567,0.46589,1.28351,2.09286,1.38835,0.02969,0,0.000586338,0.000586338,0.0407682
4,561.818,1.20662,1.57796,1.235,0.01865,1.725,0.77229,0.75591,0.78326,0.466,0.7476,0.72301,0.75739,0.50725,1.43321,2.14176,1.02079,0.03407,0,0.000774476,0.000774476,0.0209563
5,701.857,1.19869,1.51596,1.19549,0.01832,1.59219,0.6719,0.77165,0.74646,0.47056,0.67962,0.77953,0.77339,0.49593,1.31853,2.15926,1.05442,0.03195,0,0.000958654,0.000958654,0.00114047
6,842.042,1.16434,1.50692,1.17892,0.01713,1.58462,0.72185,0.75609,0.80674,0.52845,0.85048,0.66142,0.81103,0.56843,1.34258,1.74156,1.00912,0.03025,0,0.0009505,0.0009505,0.0009505
7,982.656,1.11449,1.43244,1.06923,0.01628,1.42663,0.80297,0.71654,0.8097,0.55697,0.80971,0.73712,0.83491,0.57232,1.1096,1.8413,0.93969,0.02625,0,0.0009406,0.0009406,0.0009406
8,1122.99,1.11294,1.40811,1.05479,0.01689,1.49378,0.71043,0.69547,0.72617,0.49263,0.72652,0.71122,0.73549,0.51001,1.24558,1.90506,1.15446,0.02879,0,0.0009307,0.0009307,0.0009307
9,1263.3,1.13149,1.43979,1.10764,0.01733,1.56682,0.76346,0.77165,0.79441,0.53225,0.76273,0.77165,0.80574,0.58033,1.23337,1.62996,0.99321,0.02888,0,0.0009208,0.0009208,0.0009208
10,1403.64,1.13076,1.38555,0.99971,0.0172,1.26844,0.84148,0.80315,0.84475,0.54327,0.84973,0.81102,0.85926,0.58891,1.25647,1.60025,0.92287,0.03066,0,0.0009109,0.0009109,0.0009109
11,1544.04,1.09377,1.38859,0.97064,0.01617,1.40854,0.82135,0.71654,0.81261,0.56299,0.87999,0.67717,0.80636,0.55557,1.15408,1.68115,1.05728,0.02728,0,0.000901,0.000901,0.000901
12,1684.06,1.06607,1.35459,0.99471,0.0162,1.29888,0.7794,0.76378,0.81375,0.55334,0.73216,0.80315,0.82714,0.59381,1.17213,1.51717,0.89476,0.02722,0,0.0008911,0.0008911,0.0008911
13,1824.29,1.03659,1.34077,0.95895,0.01572,1.30192,0.79987,0.78674,0.85332,0.60629,0.80787,0.79462,0.8641,0.62151,1.03721,1.53308,0.78094,0.02449,0,0.0008812,0.0008812,0.0008812
14,1964.73,1.04161,1.31323,0.96355,0.01508,1.27067,0.805,0.75591,0.85018,0.61528,0.83033,0.77953,0.86737,0.63198,1.04746,1.45044,0.8242,0.0243,0,0.0008713,0.0008713,0.0008713
15,2104.84,1.01938,1.28387,0.93125,0.01498,1.24413,0.81528,0.72984,0.8083,0.56643,0.82408,0.73771,0.83104,0.58285,1.05223,1.61742,0.97609,0.02449,0,0.0008614,0.0008614,0.0008614
16,2244.82,0.97988,1.25918,0.88445,0.01457,1.20441,0.83016,0.76974,0.83217,0.57547,0.8754,0.77448,0.85,0.62719,1.15117,1.49756,0.83766,0.02736,0,0.0008515,0.0008515,0.0008515
17,2384.83,1.02317,1.33833,0.86884,0.01539,1.19793,0.83951,0.75591,0.82553,0.59519,0.8717,0.71654,0.83931,0.59907,1.05147,1.49004,0.87261,0.02475,0,0.0008416,0.0008416,0.0008416
18,2524.69,1.00669,1.36091,0.94839,0.01437,1.27341,0.87005,0.77953,0.84726,0.62119,0.84821,0.77953,0.85613,0.64602,1.01112,1.5869,0.77375,0.02433,0,0.0008317,0.0008317,0.0008317
19,2664.79,0.97495,1.29141,0.88121,0.01427,1.2349,0.86303,0.79382,0.86132,0.60714,0.87159,0.8017,0.87938,0.6244,1.04631,1.48067,0.75424,0.02344,0,0.0008218,0.0008218,0.0008218
20,2804.67,0.98547,1.29259,0.87251,0.01403,1.1769,0.80761,0.8189,0.85655,0.63055,0.80761,0.8189,0.86042,0.63615,1.03321,1.53373,0.7474,0.02344,0,0.0008119,0.0008119,0.0008119
21,2944.62,0.97322,1.24128,0.84596,0.01456,1.1257,0.84759,0.74803,0.82836,0.58359,0.85478,0.72441,0.81713,0.60099,1.11027,1.63068,0.83478,0.02715,0,0.000802,0.000802,0.000802
22,3084.63,0.91613,1.2078,0.80023,0.01347,1.10157,0.86861,0.74803,0.8511,0.63012,0.87775,0.75591,0.87327,0.64366,1.0608,1.38442,0.76013,0.02471,0,0.0007921,0.0007921,0.0007921
23,3225.08,0.96031,1.25569,0.81494,0.01413,1.1172,0.83621,0.80315,0.86436,0.61358,0.81609,0.87402,0.88859,0.61468,1.04242,1.61812,0.7414,0.02421,0,0.0007822,0.0007822,0.0007822
24,3365.1,0.93676,1.20233,0.80618,0.0137,1.09492,0.83201,0.83465,0.85008,0.61878,0.83752,0.81177,0.85346,0.62189,0.92599,1.42397,0.81388,0.02098,0,0.0007723,0.0007723,0.0007723
25,3505.44,0.92806,1.208,0.77624,0.01363,1.06958,0.86275,0.77165,0.876,0.65416,0.79788,0.83927,0.8777,0.6602,1.02305,1.5081,0.68245,0.02361,0,0.0007624,0.0007624,0.0007624
26,3645.52,0.93086,1.16649,0.77299,0.0138,1.11825,0.84254,0.7874,0.87201,0.63075,0.84862,0.7874,0.86479,0.62448,1.02759,1.48325,0.74841,0.02298,0,0.0007525,0.0007525,0.0007525
27,3785.36,0.90926,1.18298,0.76693,0.01308,0.9968,0.81811,0.79528,0.86205,0.65343,0.82621,0.80315,0.86849,0.65039,0.95022,1.49747,0.76504,0.02132,0,0.0007426,0.0007426,0.0007426
28,3925.2,0.87291,1.15896,0.73606,0.01258,1.02987,0.8966,0.75105,0.8682,0.6602,0.91538,0.76658,0.89064,0.66981,0.95113,1.42314,0.70788,0.0217,0,0.0007327,0.0007327,0.0007327
29,4065.21,0.90225,1.15532,0.76731,0.01335,1.06015,0.82972,0.80315,0.87298,0.64965,0.84807,0.8189,0.89366,0.6461,0.98348,1.43717,0.69775,0.02211,0,0.0007228,0.0007228,0.0007228
30,4205.38,0.88704,1.15342,0.75142,0.01279,0.98039,0.79174,0.83465,0.87423,0.64544,0.79174,0.83465,0.88161,0.65868,0.98433,1.50079,0.74176,0.02302,0,0.0007129,0.0007129,0.0007129
31,4345.36,0.886,1.14972,0.75789,0.01254,0.9728,0.87613,0.7797,0.86387,0.64977,0.90263,0.80297,0.89346,0.66,0.97137,1.4973,0.72529,0.02205,0,0.000703,0.000703,0.000703
32,4485.21,0.9318,1.23274,0.75939,0.01348,1.03872,0.82759,0.79371,0.85048,0.65165,0.82759,0.79371,0.84896,0.64732,0.94971,1.44517,0.75795,0.02154,0,0.0006931,0.0006931,0.0006931
33,4625.11,0.88449,1.14123,0.74738,0.01273,1.04179,0.82211,0.83465,0.8679,0.65605,0.81378,0.82677,0.86882,0.65171,0.94715,1.5041,0.72986,0.02193,0,0.0006832,0.0006832,0.0006832
34,4765.04,0.89381,1.16734,0.78404,0.01249,1.02908,0.83327,0.77165,0.85331,0.62591,0.83327,0.77165,0.8587,0.6302,0.97536,1.53746,0.72697,0.02235,0,0.0006733,0.0006733,0.0006733
35,4904.96,0.87865,1.17261,0.71528,0.01232,0.94806,0.84445,0.79528,0.86732,0.66099,0.86117,0.81102,0.89743,0.65944,0.92747,1.46008,0.71266,0.02067,0,0.0006634,0.0006634,0.0006634
36,5044.79,0.90403,1.18144,0.74322,0.01296,0.98032,0.78306,0.82427,0.8424,0.64014,0.79443,0.86614,0.88144,0.64434,0.94778,1.47807,0.71129,0.02128,0,0.0006535,0.0006535,0.0006535
37,5184.83,0.90023,1.16515,0.7455,0.01362,0.99785,0.80742,0.84252,0.88791,0.66389,0.91397,0.75286,0.88857,0.65231,0.97065,1.42528,0.67643,0.02271,0,0.0006436,0.0006436,0.0006436
38,5324.78,0.85734,1.11251,0.69495,0.0124,0.96498,0.85018,0.8043,0.86649,0.63341,0.86737,0.82393,0.88726,0.64182,0.99373,1.48713,0.741,0.02273,0,0.0006337,0.0006337,0.0006337
39,5464.81,0.86157,1.09681,0.66961,0.01226,0.94682,0.80545,0.84252,0.86913,0.63526,0.81298,0.85039,0.88044,0.64913,0.91402,1.37692,0.7233,0.02087,0,0.0006238,0.0006238,0.0006238
40,5604.89,0.82824,1.0509,0.64419,0.01178,0.8445,0.86295,0.81102,0.8855,0.63324,0.86295,0.81102,0.88809,0.63868,0.97695,1.50203,0.7804,0.02227,0,0.0006139,0.0006139,0.0006139
41,5744.79,0.84476,1.0777,0.65052,0.01194,0.82334,0.85733,0.77953,0.86357,0.64096,0.84603,0.82677,0.87777,0.65193,0.94559,1.60386,0.7961,0.02107,0,0.000604,0.000604,0.000604
42,5884.78,0.83008,1.07092,0.63843,0.01211,0.88339,0.83651,0.81102,0.84301,0.6197,0.84463,0.8189,0.86019,0.62741,1.02061,1.5773,0.74582,0.02364,0,0.0005941,0.0005941,0.0005941
43,6024.69,0.81535,1.08349,0.65187,0.01156,0.80955,0.80105,0.88976,0.87752,0.6473,0.81107,0.87888,0.88645,0.6596,0.95616,1.39934,0.6469,0.02223,0,0.0005842,0.0005842,0.0005842
44,6164.63,0.84798,1.11822,0.66972,0.01208,0.95876,0.86102,0.82677,0.8883,0.68762,0.86922,0.83465,0.90448,0.68642,0.8679,1.38717,0.61036,0.01968,0,0.0005743,0.0005743,0.0005743
45,6304.74,0.79971,1.09125,0.64961,0.01133,0.87175,0.8123,0.8519,0.86263,0.66704,0.85886,0.81459,0.88019,0.66627,0.89864,1.43096,0.68984,0.02041,0,0.0005644,0.0005644,0.0005644
46,6444.67,0.8088,1.07361,0.69952,0.0113,0.91992,0.84572,0.83465,0.88737,0.67967,0.85432,0.85039,0.89461,0.6854,0.90049,1.40236,0.65446,0.02028,0,0.0005545,0.0005545,0.0005545
47,6584.57,0.78307,1.01937,0.60927,0.01104,0.75531,0.88643,0.83465,0.8942,0.656,0.86536,0.91092,0.91168,0.67055,0.93467,1.5036,0.70306,0.02129,0,0.0005446,0.0005446,0.0005446
48,6724.51,0.81994,1.08451,0.61964,0.01148,0.8121,0.85974,0.8688,0.88882,0.66503,0.86753,0.87667,0.89937,0.6752,0.87164,1.38083,0.64108,0.01949,0,0.0005347,0.0005347,0.0005347
49,6864.7,0.7864,1.03796,0.59894,0.0106,0.7501,0.87954,0.80492,0.9006,0.71545,0.93626,0.80965,0.91878,0.71329,0.86855,1.33518,0.60544,0.01976,0,0.0005248,0.0005248,0.0005248
50,7004.85,0.77211,1.02612,0.59822,0.0107,0.75594,0.84114,0.74016,0.85914,0.65824,0.85035,0.74803,0.86394,0.66623,0.91929,1.39473,0.76429,0.02078,0,0.0005149,0.0005149,0.0005149
51,7144.99,0.79414,1.0479,0.6228,0.01115,0.83561,0.86438,0.84252,0.88746,0.69921,0.92703,0.80315,0.8939,0.69524,0.83463,1.32053,0.60305,0.01901,0,0.000505,0.000505,0.000505
52,7285.27,0.7542,1.0303,0.58546,0.00999,0.78791,0.89921,0.77953,0.89238,0.6915,0.9092,0.7874,0.90053,0.68288,0.84053,1.43559,0.66431,0.01869,0,0.0004951,0.0004951,0.0004951
53,7425.32,0.76117,1.02055,0.5823,0.01082,0.75065,0.88902,0.8189,0.8754,0.6824,0.90769,0.83465,0.88908,0.68889,0.86037,1.34361,0.69866,0.01906,0,0.0004852,0.0004852,0.0004852
54,7565.31,0.76431,1.05874,0.57679,0.0108,0.73378,0.91119,0.80789,0.88581,0.67966,0.92895,0.82363,0.90188,0.68406,0.85696,1.40585,0.61437,0.01911,0,0.0004753,0.0004753,0.0004753
