epoch,lr,train_loss,val_loss,val_dice,val_iou,val_precision,val_recall,val_specificity,train_output_1_loss,val_output_1_loss,train_output_2_loss,val_output_2_loss,train_output_3_loss,val_output_3_loss,train_output_4_loss,val_output_4_loss
16,0.0001,1.247630528970198,2.194489828745524,0.8902189427523209,0.8021572696150711,0.9005295889808861,0.8801417280774865,0.9824241693620273,0.3893402194434946,0.6018294751644134,0.3349267569455234,0.5764550069967905,0.2777508765459061,0.5193808654944102,0.24561268402771516,0.49682451287905377
17,0.0001,1.2033656868067655,2.3346549113591513,0.8731592664950246,0.7748737159856798,0.8742304813069762,0.8720906736388643,0.9773181529109577,0.3689267944205891,0.6176084955533345,0.3280221936377612,0.6020640373229981,0.26996909596703267,0.5618897060553233,0.23644760684533553,0.5530926714340846
18,0.0001,1.1552876765077764,2.579749099413554,0.8690707805686395,0.7684572700364213,0.847447453464275,0.8918264753530949,0.9709761937889495,0.35024633366953245,0.7167249719301859,0.31689182736656885,0.6596996525923411,0.26053072105754504,0.608578485250473,0.22761879576878113,0.594746071100235
19,0.0001,1.124167841131037,2.2324448029200235,0.8865112161234033,0.7961563950712017,0.9133037749788786,0.8612458224832169,0.9852198314994719,0.3298287237232382,0.592701796690623,0.31226875863292003,0.5914300084114075,0.2572674558921294,0.5360396414995193,0.22480290775949305,0.5122733533382415
20,0.0001,1.1105504409833389,2.247366944948832,0.8477414350802887,0.7357215306439183,0.9356802257429768,0.7749122326125787,0.990369764695194,0.32681736187501387,0.5605752646923066,0.3083120264790275,0.5988859395186107,0.25319905999031933,0.5551519284645716,0.22222199656746605,0.5327537705500921
21,5e-05,1.061827610839497,2.011356480916341,0.8887233268300119,0.7997318294236087,0.9183695368477418,0.8609313007144449,0.9861652724490011,0.3060428009791808,0.5237627883752187,0.29748394868590616,0.5359252075354258,0.2440847946838899,0.48672689497470856,0.21421607001261278,0.46494156718254087
22,5e-05,1.0179071583531119,2.1592432022094727,0.8940433794714111,0.8083891925563134,0.8942168379263612,0.8938699882976863,0.9808831919420637,0.2949950313026255,0.5926435351371765,0.285214208743789,0.558622145652771,0.23358044028282166,0.5132278730471929,0.20411748073317787,0.4947496473789215
23,5e-05,0.970407145131718,2.2007843653361,0.8738002286108211,0.775883862534428,0.9134019650491879,0.8374897648642355,0.9856453394883486,0.2833466609770601,0.5793858309586842,0.2733775541186333,0.5745876103639602,0.22164345315911554,0.5312836130460104,0.19203947565772317,0.5155273099740346
24,5e-05,0.9356454946778038,2.226641420523326,0.8750570233265577,0.7778678932812975,0.9086221045039122,0.8438834301498175,0.984657093610487,0.2687551132657311,0.5606436898310979,0.266017442128875,0.5860343585411708,0.21489078836007552,0.5472725639740627,0.18598215796730735,0.5326907714207967
25,5e-05,0.8988116188482804,2.194694248835246,0.8849939006848654,0.7937121610621285,0.8987909249614339,0.8716140589473592,0.9822559674358531,0.25680832835760986,0.582076546549797,0.2578555727546865,0.5709339588880539,0.20681680752472445,0.5280451993147532,0.17733090723102743,0.5136385202407837
26,5e-05,0.8785415465181524,2.20728178024292,0.8927136811324518,0.8062175662438044,0.9112627674040277,0.8749046770617044,0.9845975320218985,0.24575403224338185,0.5806698689858119,0.25396650677377525,0.5758938491344452,0.20351218554106626,0.5333619405825932,0.17530882548202167,0.5173561334609985
27,5e-05,0.8845895864746788,2.1995735724767047,0.8848596370912097,0.7934961970016942,0.9126967229112369,0.858670346044236,0.9851509783030634,0.24830776859413495,0.5653261721134186,0.2547155186533928,0.578362637758255,0.20483310466462915,0.5364880442619324,0.1767331999811259,0.5193967044353485
28,2.5e-05,0.8724396396767009,2.1470206936200458,0.8860198192958488,0.7953640779639335,0.9077989179652922,0.8652612463496205,0.9841123036135302,0.24403114427219738,0.5507624606291454,0.2512450342828577,0.5649199505647023,0.2025882672179829,0.5229558805624644,0.1745751907879656,0.5083823651075363
29,2.5e-05,0.8419808951291171,2.115965223312378,0.88683330177794,0.7966760981930079,0.91415946743148,0.861093393637178,0.9853819978513356,0.23619938194751738,0.539814954996109,0.24343046938831156,0.55736931959788,0.19499408507888968,0.5164107561111451,0.1673569608818401,0.502370164791743
30,2.5e-05,0.8364410709251057,2.108114242553711,0.8911871477197354,0.8037308964150446,0.9118484423104718,0.8714414233955052,0.9847695458897423,0.23350441442294553,0.5397302567958832,0.24190163056958805,0.5536106993754705,0.19436948204582388,0.5143957783778509,0.1666655419902368,0.5003775139649709
31,2.5e-05,0.8209965326569297,2.134055757522583,0.8910065549773654,0.8034371699637809,0.9063060426945698,0.8762150380061833,0.9836237397562011,0.23007667606527155,0.543417019645373,0.238084093819965,0.5588054537773133,0.1903344761241566,0.5222418347994486,0.16250128393823451,0.509591426452001
32,2.5e-05,0.7915483371777968,2.1576436360677085,0.8931240627900253,0.8068872334882129,0.9007482604775722,0.8856278487062487,0.9823577780446139,0.21880564933473415,0.5689406226078669,0.23158559270880438,0.5615683039029439,0.1844222980466756,0.5200873881578445,0.15673479817130348,0.5070473512013753
33,2.5e-05,0.7877693160013719,2.1509806950887045,0.8933223809392885,0.8072110301620599,0.9020709979666283,0.8847418285838838,0.9826358115401452,0.21907400407574393,0.5560876170794169,0.229951149225235,0.5608315000931422,0.18311871141195296,0.523001229763031,0.15562545657157897,0.5110603670279185
34,1.25e-05,0.7817580472339284,2.1689850886662803,0.8905609533631698,0.8027128268676259,0.9125675402198851,0.8695907527085828,0.9849377478159164,0.21404457038099114,0.5530634383360545,0.22961038784547286,0.5682478050390879,0.18246234912763942,0.5308352202177048,0.15564073811877857,0.5168386081854502
35,1.25e-05,0.7749380252578042,2.1535887122154236,0.8895770689124058,0.8011155425627976,0.8990230277973713,0.8803275419157415,0.9821242966173467,0.21522036994045432,0.5501773059368134,0.22664766921238466,0.5637697219848633,0.1802189058878205,0.5259629646937053,0.15285108184272592,0.5136787315209707
36,1.25e-05,0.764586828513579,2.258001168568929,0.8878721533247895,0.7983543942174939,0.8797599667075685,0.8961353357300288,0.9778575426572158,0.21411008035594767,0.5961616337299347,0.22322327630086378,0.5832443416118622,0.17707934745333412,0.5441610346237818,0.15017413266680457,0.5344341635704041
37,1.25e-05,0.7733647845008157,2.1747638543446857,0.8893847249464804,0.8008036130275858,0.8970265141444711,0.881872037081946,0.9816982327203098,0.2160421833395958,0.5634622782468796,0.22574590444564818,0.5662835697333019,0.17925349785522982,0.5284372369448344,0.15232319344173778,0.516580746571223
38,1.25e-05,0.748069554567337,2.205954094727834,0.8869290968856235,0.7968307269590795,0.9014302829491572,0.8728870814137017,0.982744134215925,0.2078307262875817,0.5673698306083679,0.21921103610233827,0.574694287776947,0.17388184409249913,0.5369845062494278,0.14714594544334844,0.5269054561853409
39,1.25e-05,0.7511621085080233,2.1760587135950726,0.8902324618597459,0.8021792233638403,0.8944917612571807,0.8860135332215864,0.9811062699451908,0.20838385061784223,0.5657711863517761,0.22054531492970206,0.5648123761018117,0.17450696487318385,0.5282327075799306,0.14772597334601661,0.5172424018383026
40,1.25e-05,0.7410816756161777,2.1223620176315308,0.894377798612751,0.8089361786427218,0.9103762188655007,0.8789319613858689,0.9843568237885492,0.2051779576323249,0.541396810611089,0.21781302934343164,0.55461838444074,0.17253472940488296,0.5189360032478968,0.1455559554425153,0.5074107944965363
41,1.25e-05,0.7370685804973949,2.153601145744324,0.8947784000383564,0.8095918502401811,0.9086370785748519,0.8813361201016361,0.9839790444859947,0.20295093222097918,0.551081563035647,0.21790628812529825,0.5624626437822978,0.1716197517785159,0.5258145103851954,0.14459160606969487,0.5142423927783966
42,1.25e-05,0.74310911081054,2.1831830898920694,0.8912298167563725,0.8038003097712709,0.9018361645442372,0.8808700480392518,0.9826658305807939,0.20453279248692774,0.5623527268568674,0.2181903459809043,0.5683001597722371,0.1732517493042079,0.5312327524026235,0.14713422872803428,0.5212974866231282
43,1.25e-05,0.7519579128785567,2.186955483754476,0.8925532098977143,0.8059558417387084,0.9137164955450128,0.8723480894998983,0.9851072998047652,0.20935751497745514,0.5619093736012777,0.2200683744116263,0.5708666503429413,0.1748046491633762,0.5330839474995931,0.14772737012668088,0.5210955401261648
44,1.25e-05,0.7448679349639199,2.240310784180959,0.8904449316782197,0.8025243244799342,0.8993213627584249,0.8817420113227887,0.9821543950734467,0.20783358162099666,0.5882520377635956,0.21839437904683026,0.5806852887074153,0.1727464811368422,0.5411802291870117,0.14589349437843668,0.5301932682593663
45,1.25e-05,0.7315014985474673,2.207657154401143,0.893877370639834,0.80811778632257,0.9039128597215645,0.8840622682818025,0.9830101759782873,0.20171987414360046,0.5696267207463582,0.2158896573565223,0.5736847221851349,0.17033498368479988,0.5373293737570445,0.14355697889219632,0.5270163794358571
46,1.25e-05,0.720092575116591,2.184096459547679,0.8908517076220251,0.8031853934626492,0.8985753491018161,0.8832597106399778,0.9819762662158412,0.19700593569061972,0.5611914455890655,0.21304975084283134,0.5679362306992213,0.16849960630590266,0.532297799984614,0.1415372829545628,0.5226710061232249
47,6.25e-06,0.7142887803641232,2.177697769800822,0.8888964732293142,0.8000122867153607,0.9091725003663088,0.8695050938469758,0.9842959915527374,0.19585140699690037,0.5514716356992722,0.2117780777541074,0.569443495074908,0.16670949689366601,0.5338410496711731,0.13994980332526294,0.5229415376981099
48,6.25e-06,0.70456672094085,2.2046262900034588,0.8912820813099903,0.8038853402523488,0.9001308155813945,0.8826056283582717,0.9822964693160934,0.1918091127818281,0.5654539038737615,0.20981208058920772,0.5733340074618657,0.16481139605695552,0.5374682048956553,0.13813413191925394,0.5283701002597809
49,6.25e-06,0.7130256186832081,2.2055667916933697,0.886074868547756,0.7954528033608225,0.9020181159882013,0.8706854290322976,0.9829014562252503,0.19501870545473965,0.5615304072697958,0.21131540712985125,0.5744868030150732,0.16673080447045238,0.5395599742730458,0.13996070515025746,0.5299896130959193
50,6.25e-06,0.7052164375782013,2.151945432027181,0.8903507336546298,0.8023713083567423,0.9156286339655263,0.8664310389058214,0.9855663211141544,0.19402079609307377,0.5408801178137461,0.20948052677241238,0.5648352801799774,0.16413103328509765,0.528973134358724,0.13758408345959403,0.5172568758328756
51,6.25e-06,0.7003677541559393,2.1846102317174276,0.8897330807955864,0.8013686307371463,0.9117611803779359,0.8687442674454212,0.9848002002540025,0.1926991339434277,0.5529135187466939,0.20704919750040227,0.5712635457515717,0.16341239471327174,0.5351272761821747,0.13720702027732676,0.5253058652083079
52,6.25e-06,0.7020024413412268,2.1968806743621827,0.8887167900928419,0.7997212431267577,0.9059996002274547,0.8720810095621702,0.9836421641409377,0.19327277527614073,0.5650481541951498,0.20825420672243292,0.5716744005680084,0.16359785727479242,0.5346231778462728,0.13687760667367416,0.5255349040031433
53,3.125e-06,0.6961136118932204,2.164410638809204,0.8912181137242475,0.803781270920408,0.9143960168546167,0.8691861793160701,0.9852890817731375,0.1892602948979898,0.5439695497353871,0.2076899693770842,0.5672957579294841,0.1630409129641273,0.5318193554878234,0.13612244047901847,0.5213259796301524
54,3.125e-06,0.6907281626354564,2.1575338363647463,0.8938586513213054,0.8080871874006331,0.9097561818841879,0.8785071812875413,0.9842454833256142,0.1892499560659582,0.5457574367523194,0.2049571996385401,0.564380403359731,0.1614757317033681,0.5287753740946451,0.135045279156078,0.518620632092158
55,3.125e-06,0.6914025729352777,2.152007738749186,0.8920811789178459,0.8051864107214229,0.9182980666909794,0.8673196946854664,0.986049325889882,0.18951879739761351,0.5385748535394669,0.20553080642765217,0.5650773882865906,0.16141448508609424,0.5297306954860688,0.13493847901170905,0.5186248064041138
56,3.125e-06,0.6890799977562644,2.155985144774119,0.8930718294407627,0.8068019707092403,0.9151875595019966,0.8719997434626969,0.9853905747200924,0.18904704654758628,0.5412774284680685,0.20491474162448536,0.5653102477391561,0.16081950163299388,0.5300092915693919,0.1342987075448036,0.5193881799777349
57,3.125e-06,0.697354014895179,2.160747281710307,0.894127948623558,0.8085274851739592,0.912506031094153,0.876475528800711,0.984806791736473,0.1925022614273158,0.544310521086057,0.2069060669703917,0.5652647356192271,0.16220743778077037,0.530472669005394,0.13573824817484076,0.5206993669271469
58,3.125e-06,0.6892246761105277,2.1845849831899007,0.8918169047796229,0.8047559186077254,0.9103660578818428,0.8740085535864321,0.9844425130606653,0.18918753455985676,0.5513513604799907,0.20441065457734195,0.5709499061107636,0.16082345951687205,0.5357349395751954,0.13480302921750328,0.5265488346417745
59,1.5625e-06,0.6930962481281974,2.1758304595947267,0.8926370128827175,0.8060925128141212,0.9121136908353101,0.8739747293180028,0.984775660879504,0.18846802413463593,0.5507619827985764,0.20601472055370157,0.5688383241494497,0.16252280311150985,0.5331001202265422,0.13609070141207089,0.5231300473213196
60,1.5625e-06,0.6865471563555977,2.225627827644348,0.89077006094563,0.803052667064707,0.8995829863445879,0.8821281351143399,0.9821981529871965,0.18861546882174232,0.5744146992762883,0.203877461633899,0.5764116982618968,0.16031208458271892,0.5415087501207988,0.13374214375560933,0.5332927127679189
61,1.5625e-06,0.6975924638184634,2.185652494430542,0.8932012937811437,0.8070133157569194,0.9103503642310136,0.8766863813831279,0.9843918460026393,0.19189844239841808,0.5547757148742676,0.2061364761807702,0.5701291759808859,0.16280016587539153,0.5349718739589056,0.13675737489353526,0.5257757713397344
