epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/l1_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/l1_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
1,26.3281,1.48944,2.88083,5.06038,0.01522,3.57598,0.00687,0.11842,0.00082,0.00025,0,0,0,0,2.5421,15.4229,5.10259,0.038,0,0.000189474,0.000189474,0.0812421
2,50.1285,1.27625,1.98356,1.95537,0.01394,2.71186,0.07692,0.30263,0.05804,0.02713,0.02676,0.10526,0.01677,0.00926,2.14828,18.4368,4.05925,0.03422,0,0.000385618,0.000385618,0.0614382
3,74.9033,1.27233,1.67722,1.60311,0.01288,1.95789,0.84189,0.46053,0.62152,0.39798,0.79646,0.43421,0.56835,0.33244,1.57995,3.73205,1.80807,0.02115,0,0.000577802,0.000577802,0.0416304
4,101.167,1.41645,1.81134,1.58405,0.01528,2.06276,0.67386,0.4894,0.55306,0.38263,0.69008,0.49809,0.58129,0.39068,1.18971,3.05371,1.87391,0.01434,0,0.000766026,0.000766026,0.0218187
5,129.94,1.32356,1.67109,1.50227,0.01449,1.83936,0.71222,0.55263,0.65202,0.44569,0.71222,0.55263,0.64431,0.44561,1.27669,2.63631,1.43887,0.01728,0,0.000950291,0.000950291,0.00200292
6,158.478,1.22629,1.52195,1.33374,0.01248,1.51261,0.59802,0.52632,0.57339,0.37584,0.58246,0.51316,0.53409,0.36957,1.36732,2.57933,1.62675,0.01731,0,0.0009505,0.0009505,0.0009505
7,186.017,1.34326,1.65668,1.31333,0.01417,1.76285,0.59623,0.51316,0.50972,0.30323,0.58094,0.5,0.48873,0.3463,1.51384,2.62568,2.04673,0.02214,0,0.0009406,0.0009406,0.0009406
8,214.281,1.31547,1.62008,1.21256,0.0143,1.70092,0.55566,0.63158,0.62573,0.4052,0.55566,0.63158,0.62677,0.41841,1.53389,1.86991,1.58527,0.02208,0,0.0009307,0.0009307,0.0009307
9,242.168,1.30057,1.53071,1.19027,0.01429,1.41561,0.80626,0.76316,0.84413,0.51224,0.82016,0.77632,0.86333,0.54243,1.50292,1.72331,1.02434,0.02147,0,0.0009208,0.0009208,0.0009208
10,270.093,1.27481,1.46504,1.13218,0.01297,1.33575,0.89057,0.64474,0.81754,0.57342,0.90901,0.6573,0.83834,0.57029,1.26953,1.75498,1.01338,0.0167,0,0.0009109,0.0009109,0.0009109
