epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
1,44.3926,0.92711,1.94937,4.99291,0.01306,3.4356,0.54872,0.53615,0.51797,0.29323,0.56483,0.5519,0.55779,0.32918,1.35952,3.68469,2.902,0.03214,0,0.000654545,0.000654545,0.000654545
2,65.3822,1.27301,1.77726,1.8758,0.01912,1.93062,0.60488,0.55118,0.58043,0.30748,0.63836,0.58268,0.59721,0.36573,1.65691,3.67872,1.78604,0.04106,0,0.00130813,0.00130813,0.00130813
3,86.3317,1.31071,1.66429,1.47533,0.02095,1.82882,0.68656,0.58642,0.65358,0.38068,0.69578,0.5943,0.63389,0.41634,1.56242,4.04593,1.58504,0.03791,0,0.00194852,0.00194852,0.00194852
4,107.213,1.38624,1.68866,1.44595,0.02086,1.87314,0.67604,0.53543,0.6183,0.35675,0.52013,0.70838,0.62705,0.40724,1.48356,2.11014,1.64157,0.03583,0,0.0019406,0.0019406,0.0019406
5,127.893,1.33203,1.67558,1.40373,0.01979,1.77024,0.78099,0.64582,0.72172,0.39508,0.71846,0.71654,0.7377,0.46274,1.57457,2.23897,1.42149,0.03727,0,0.0019208,0.0019208,0.0019208
6,148.703,1.29928,1.58732,1.2459,0.02023,1.56055,0.81738,0.64567,0.75477,0.47229,0.82815,0.65354,0.75924,0.51728,1.3565,2.17485,1.23215,0.0324,0,0.001901,0.001901,0.001901
7,169.594,1.28987,1.57236,1.22521,0.01955,1.50482,0.44911,0.3622,0.33969,0.15698,0.42211,0.33858,0.31459,0.15522,1.80775,2.91404,2.75485,0.04377,0,0.0018812,0.0018812,0.0018812
8,190.309,1.26638,1.61968,1.2639,0.01927,1.59038,0.7878,0.64312,0.7451,0.43849,0.72737,0.72441,0.76162,0.46071,1.40327,2.06909,1.33589,0.03363,0,0.0018614,0.0018614,0.0018614
9,211.111,1.27373,1.6025,1.20578,0.01933,1.66559,0.75653,0.73403,0.7802,0.49404,0.74992,0.72441,0.77706,0.51394,1.32576,1.90238,1.00108,0.03235,0,0.0018416,0.0018416,0.0018416
10,232.036,1.2078,1.59381,1.19256,0.01932,1.65605,0.79161,0.68796,0.78408,0.51645,0.79161,0.68796,0.78779,0.54462,1.29104,1.74982,1.03555,0.03108,0,0.0018218,0.0018218,0.0018218
11,253.133,1.25951,1.53048,1.21814,0.01935,1.57968,0.75078,0.71654,0.80578,0.51051,0.76797,0.72441,0.79901,0.53144,1.34968,1.93179,1.01194,0.03255,0,0.001802,0.001802,0.001802
12,273.757,1.173,1.47143,1.01622,0.01749,1.40014,0.74117,0.75591,0.76313,0.47398,0.74889,0.76378,0.78195,0.51581,1.2886,1.75153,1.33866,0.03074,0,0.0017822,0.0017822,0.0017822
13,294.47,1.17426,1.38756,1.04751,0.01757,1.35092,0.80628,0.66929,0.7709,0.52292,0.82882,0.68504,0.78778,0.55092,1.19973,1.76061,1.10263,0.02798,0,0.0017624,0.0017624,0.0017624
14,315.304,1.13965,1.4543,1.055,0.01662,1.37866,0.80258,0.61417,0.73522,0.47921,0.80258,0.61417,0.74258,0.50903,1.31576,1.7709,1.23553,0.03116,0,0.0017426,0.0017426,0.0017426
15,335.942,1.20965,1.50431,1.01416,0.01779,1.3294,0.73015,0.66142,0.72227,0.45774,0.71275,0.64476,0.69991,0.4907,1.24964,1.73485,1.41645,0.02967,0,0.0017228,0.0017228,0.0017228
16,356.465,1.15883,1.45971,0.99805,0.01817,1.5382,0.82869,0.72371,0.81539,0.54219,0.83771,0.73158,0.81641,0.56073,1.19727,1.71346,0.95663,0.02877,0,0.001703,0.001703,0.001703
17,377.119,1.1128,1.34407,0.993,0.01655,1.35539,0.88451,0.70079,0.80609,0.54267,0.84124,0.75101,0.82285,0.57881,1.16276,1.69616,1.00531,0.02756,0,0.0016832,0.0016832,0.0016832
18,397.898,1.13745,1.41403,0.965,0.0164,1.31853,0.89174,0.68504,0.77982,0.53063,0.91384,0.70079,0.80132,0.55066,1.21139,1.86515,0.95445,0.02863,0,0.0016634,0.0016634,0.0016634
