epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
1,71.4253,1.15088,1.74373,2.2386,0.01676,2.87254,0.44526,0.24019,0.23394,0.11101,0.32125,0.14961,0.13061,0.05265,1.94876,15.4483,3.12142,0.04913,0,0.000196364,0.000196364,0.08056
2,147.471,1.12432,1.49469,1.33163,0.01591,1.67747,0.75191,0.59055,0.68301,0.46572,0.7249,0.56693,0.65242,0.41974,1.18598,3.33859,1.54428,0.0275,0,0.00039244,0.00039244,0.0607561
3,223.205,1.13617,1.48963,1.29253,0.01616,1.50279,0.17812,0.66929,0.1615,0.09687,0.18194,0.65354,0.16409,0.10396,1.29649,3.06268,13.5522,0.03167,0,0.000584556,0.000584556,0.0409482
4,299.172,1.12847,1.49144,1.29063,0.0167,1.59823,0.70102,0.68313,0.7406,0.46829,0.71201,0.72441,0.75607,0.47421,1.30422,2.16606,1.40859,0.03071,0,0.000772712,0.000772712,0.0211363
5,375.011,1.0861,1.46554,1.24988,0.01608,1.51447,0.67535,0.62243,0.66503,0.41895,0.69243,0.63817,0.69768,0.47357,1.35213,1.69178,1.29325,0.03278,0,0.000956908,0.000956908,0.00132054
6,450.986,1.10691,1.44495,1.18012,0.0168,1.48954,0.73716,0.58268,0.68735,0.45848,0.74742,0.59055,0.68924,0.45817,1.17329,2.46575,1.5056,0.02775,0,0.0009505,0.0009505,0.0009505
7,526.786,1.13215,1.48549,1.18931,0.01668,1.47209,0.77142,0.66142,0.7242,0.46349,0.80941,0.63538,0.72214,0.4797,1.26736,2.03839,1.27833,0.029,0,0.0009406,0.0009406,0.0009406
8,602.898,1.13761,1.42673,1.14644,0.01613,1.44693,0.78403,0.70079,0.76002,0.49642,0.76517,0.68504,0.73624,0.51624,1.23779,1.98916,1.18481,0.0308,0,0.0009307,0.0009307,0.0009307
9,678.835,1.07929,1.39778,1.08044,0.01615,1.33734,0.67008,0.59173,0.67688,0.41689,0.67008,0.59173,0.68455,0.43615,1.30216,1.6628,1.47679,0.03296,0,0.0009208,0.0009208,0.0009208
10,754.813,1.10365,1.38932,1.05541,0.01648,1.20544,0.83919,0.69854,0.83299,0.56727,0.83919,0.69854,0.84069,0.59383,1.17897,1.6788,1.03542,0.02656,0,0.0009109,0.0009109,0.0009109
11,830.395,1.08565,1.32437,1.03905,0.01587,1.2271,0.8854,0.73228,0.81036,0.55362,0.8854,0.73228,0.82581,0.58155,1.14936,1.76166,0.92215,0.02743,0,0.000901,0.000901,0.000901
12,906.209,1.09214,1.3463,0.98503,0.0162,1.25419,0.78059,0.71654,0.81358,0.55918,0.79811,0.73228,0.83581,0.59806,1.19546,1.53232,0.9879,0.02653,0,0.0008911,0.0008911,0.0008911
13,982.116,1.02239,1.31352,0.93974,0.01474,1.28895,0.74732,0.74803,0.80701,0.56581,0.74732,0.74803,0.81171,0.58722,1.04537,1.61385,1.01943,0.02404,0,0.0008812,0.0008812,0.0008812
14,1057.81,1.00922,1.29359,0.95394,0.0146,1.15023,0.74073,0.73228,0.74863,0.51795,0.74073,0.73228,0.75374,0.53117,1.16217,1.78314,1.03516,0.02777,0,0.0008713,0.0008713,0.0008713
15,1133.67,1.00356,1.27879,0.95496,0.01465,1.22537,0.67292,0.81102,0.79974,0.5314,0.68941,0.83465,0.80751,0.55752,1.23667,1.71127,0.99343,0.02891,0,0.0008614,0.0008614,0.0008614
16,1209.41,1.01586,1.29929,0.94422,0.0151,1.22442,0.76302,0.75591,0.80944,0.57451,0.77097,0.76378,0.81716,0.57591,1.10652,1.83297,0.95372,0.02681,0,0.0008515,0.0008515,0.0008515
17,1285.24,0.96292,1.22887,0.89587,0.01422,1.20588,0.78439,0.8021,0.85657,0.57664,0.77437,0.79528,0.84424,0.59692,1.13474,1.82361,0.8725,0.02683,0,0.0008416,0.0008416,0.0008416
18,1361.15,1.00517,1.26896,0.88575,0.01456,1.15797,0.83308,0.72441,0.8453,0.61157,0.83261,0.72441,0.84804,0.63973,1.08493,1.43243,0.90447,0.02528,0,0.0008317,0.0008317,0.0008317
19,1437.09,0.95825,1.22443,0.91329,0.01366,1.09147,0.83905,0.7389,0.81167,0.5837,0.84263,0.75591,0.82476,0.60554,1.01142,1.54099,0.99261,0.02237,0,0.0008218,0.0008218,0.0008218
20,1513.11,0.96694,1.2297,0.85685,0.01388,1.0985,0.76233,0.70866,0.80031,0.56634,0.8049,0.75591,0.83653,0.5941,1.07274,1.54166,0.94286,0.02474,0,0.0008119,0.0008119,0.0008119
21,1588.99,0.98747,1.28851,0.87629,0.01375,1.06176,0.77023,0.81824,0.84584,0.62461,0.84658,0.78211,0.85519,0.62257,1.01994,1.5744,0.77997,0.02376,0,0.000802,0.000802,0.000802
22,1664.88,0.97748,1.27312,0.85031,0.01347,1.08606,0.76456,0.81823,0.80936,0.58932,0.85255,0.76378,0.8229,0.58846,1.02851,1.57061,0.87957,0.02394,0,0.0007921,0.0007921,0.0007921
23,1740.88,0.9098,1.20507,0.82163,0.0129,1.00293,0.79919,0.78345,0.81623,0.57419,0.79919,0.78345,0.81656,0.59782,1.03414,1.48262,0.99028,0.02295,0,0.0007822,0.0007822,0.0007822
24,1816.97,0.92606,1.19257,0.80575,0.01311,1.02935,0.75576,0.69291,0.80143,0.56871,0.76434,0.70079,0.79275,0.5913,1.1333,1.523,0.94846,0.02684,0,0.0007723,0.0007723,0.0007723
25,1892.71,0.92035,1.1953,0.80598,0.01291,1.0333,0.80254,0.80006,0.83393,0.58809,0.81043,0.80793,0.83551,0.5932,1.10987,1.7832,0.78815,0.02578,0,0.0007624,0.0007624,0.0007624
26,1968.4,0.90941,1.19851,0.78201,0.01279,0.98353,0.75425,0.72501,0.80115,0.57159,0.79994,0.70866,0.80958,0.57679,1.08089,1.69594,0.94704,0.02613,0,0.0007525,0.0007525,0.0007525
27,2044.06,0.88099,1.16813,0.80505,0.01223,0.98804,0.79893,0.75088,0.84803,0.59178,0.8516,0.67779,0.82798,0.59695,1.05988,1.67301,0.87245,0.02432,0,0.0007426,0.0007426,0.0007426
28,2119.6,0.88749,1.17187,0.85717,0.01225,0.9846,0.79201,0.8189,0.83938,0.6136,0.81602,0.84252,0.86156,0.62659,0.96169,1.48777,0.83868,0.02231,0,0.0007327,0.0007327,0.0007327
29,2195.08,0.89024,1.09869,0.7369,0.01254,0.95389,0.87433,0.76699,0.85909,0.60655,0.88348,0.76378,0.85488,0.63823,1.07318,1.51551,0.81674,0.02493,0,0.0007228,0.0007228,0.0007228
30,2270.29,0.9106,1.16866,0.7853,0.01289,1.03347,0.91074,0.77165,0.88219,0.65054,0.90547,0.77953,0.88193,0.66293,1.0049,1.49644,0.69341,0.02368,0,0.0007129,0.0007129,0.0007129
31,2345.89,0.88292,1.11795,0.71521,0.01271,0.96305,0.78643,0.81183,0.82218,0.59548,0.80158,0.82703,0.85403,0.63441,1.07543,1.48636,0.86483,0.02557,0,0.000703,0.000703,0.000703
